,Word,Length,Distance
71,ABBEYS,6,14.575776581958724
72,ABBOT,5,12.336992841000816
73,ABBOTCY,7,17.822644337122036
74,ABBOTS,6,15.188115426930786
75,ABBS,4,7.920882994550181
76,ABCEE,5,8.55005986524545
77,ABCEES,6,9.753762486327584
78,ABDABS,6,16.90038400033275
79,ABDOMEN,7,24.386272786474905
80,ABDUCE,6,16.782407548346047
81,ABDUCED,7,17.83545075733607
82,ABDUCES,7,17.98611016942818
83,ABDUCT,6,17.083726372530275
84,ABDUCTS,7,19.934848958460247
85,ABEAM,5,16.126987713071266
86,ABEAR,5,12.569608133908368
87,ABEARS,6,14.516117830776071
88,ABED,4,8.825019060100715
89,ABEIGH,6,16.623098437040664
90,ABELE,5,20.588980181296435
91,ABELES,6,21.792682802378568
92,ABELIA,6,22.589025162813662
93,ABELIAN,7,28.01202248901621
94,ABELIAS,7,23.589025162813662
95,ABET,4,9.771975851110694
96,ABETS,5,12.623098437040664
97,ABETTAL,7,21.575776581958724
98,ABETTED,7,12.825019060100715
99,ABETTER,7,12.771975851110694
100,ABETTOR,7,18.771975851110696
101,ABEYANT,7,23.56999329927666
102,ABFARAD,7,16.81021982104799
103,ABHENRY,7,18.623391299422604
104,ABHOR,5,13.498798654277513
105,ABHORS,6,15.445308351145217
106,ABID,4,12.298086114764512
107,ABIDDEN,7,17.521932603699536
108,ABIDE,5,13.351129323754533
109,ABIDED,6,14.404172532744553
110,ABIDER,6,14.351129323754533
111,ABIDERS,7,16.297639020622235
112,ABIDES,6,14.554831944836668
113,ABIDING,7,21.14535897239358
114,ABIES,5,13.725922322304493
115,ABIETIC,7,22.300880601516496
116,ABIGAIL,7,22.78188943376243
117,ABILITY,7,14.850222105067646
118,ABIOSES,7,17.67417088807408
119,ABIOSIS,7,26.781781929007288
120,ABIOTIC,7,20.300880601516496
121,ABJECT,6,15.34794825154283
122,ABJECTS,7,18.1990708374728
123,ABJOINT,7,14.343551791586346
124,ABJURE,6,11.443526353123133
125,ABJURED,7,12.496569562113153
126,ABJURER,7,12.443526353123133
127,ABJURES,7,12.647228974205268
128,ABLATE,6,22.051574908961467
129,ABLATED,7,23.10461811795149
130,ABLATES,7,23.2552775300436
131,ABLATOR,7,29.051574908961467
132,ABLAUT,6,24.005282319662175
133,ABLAUTS,7,26.856404905592147
134,ABLAZE,6,19.708222629267727
135,ABLE,4,14.656276343206308
136,ABLED,5,15.709319552196328
137,ABLEISM,7,30.836781810957593
138,ABLEIST,7,28.264907070685016
139,ABLER,5,15.656276343206308
140,ABLES,5,15.859978964288443
141,ABLEST,6,18.711101550218412
142,ABLET,5,16.656276343206308
143,ABLETS,6,19.50739892913628
144,ABLING,6,13.983181824122992
145,ABLINGS,7,16.983181824122994
146,ABLINS,6,16.763154069465756
147,ABLOOM,6,11.708222629267727
148,ABLOW,5,16.300817387103457
149,ABLUENT,7,21.553258724996866
150,ABLUSH,6,19.559168150172752
151,ABLUTED,7,15.83634494562062
152,ABLY,4,11.724683725398211
153,ABMHO,5,10.959097235118021
154,ABMHOS,6,17.703643179805475
155,ABO,3,8.336992841000816
156,ABOARD,6,20.12673239789424
157,ABODE,5,15.147544191539575
158,ABODED,6,16.200587400529596
159,ABODES,6,16.35124681262171
160,ABODING,7,22.94177384017862
161,ABOHM,5,12.852116628853429
162,ABOHMS,6,18.27511395505598
163,ABOIL,5,11.000994042923459
164,ABOLISH,7,20.811545393462218
165,ABOLLA,6,17.390036049990837
166,ABOLLAE,7,19.33654574685854
167,ABOLLAS,7,18.390036049990837
168,ABOMA,5,17.152900248257954
169,ABOMAS,6,18.152900248257954
170,ABOMASA,7,19.152900248257954
171,ABOMASI,7,23.91040838980669
172,ABOON,5,11.415239094957766
173,ABORAL,6,24.188115426930786
174,ABORD,5,14.540695462082951
175,ABORDED,7,16.646781880062992
176,ABORDS,6,15.540695462082951
177,ABORE,5,14.336992841000816
178,ABORNE,6,20.83579852479111
179,ABORT,5,14.336992841000816
180,ABORTED,7,17.390036049990833
181,ABORTEE,7,16.336992841000814
182,ABORTER,7,17.336992841000814
183,ABORTS,6,17.188115426930786
184,ABORTUS,7,21.11285925454297
185,ABOS,4,15.08153878568827
186,ABOUGHT,7,14.947503739791163
187,ABOULIA,7,21.281067546128074
188,ABOULIC,7,19.31518250173476
189,ABOUND,6,15.842596549562739
190,ABOUNDS,7,16.84259654956274
191,ABOUT,5,12.336992841000816
192,ABOUTS,6,15.188115426930786
193,ABOVE,5,15.714807449716218
194,ABOVES,6,16.91851007079835
195,ABRADE,6,12.947292950606661
196,ABRADED,7,14.000336159596682
197,ABRADER,7,13.947292950606661
198,ABRADES,7,14.150995571688796
199,ABRAID,6,21.41466209984625
200,ABRAIDS,7,22.41466209984625
201,ABRAM,5,16.30275190670951
202,ABRASAX,7,13.558250943539283
203,ABRAXAS,7,14.222252145461926
204,ABRAY,5,14.670116155158794
205,ABRAYED,7,18.723159364148813
206,ABRAYS,6,18.473916886006823
207,ABRAZO,6,18.55489441230272
208,ABRAZOS,7,25.299440356990175
209,ABREACT,7,14.932569653235804
210,ABREAST,7,13.840759438484344
211,ABREGE,6,13.114182272720994
212,ABREGES,7,14.317884893803129
213,ABRI,4,11.04312715568667
214,ABRIDGE,7,20.354521127745986
215,ABRIM,5,13.07182131696382
216,ABRIN,5,13.450532397850939
217,ABRINS,6,17.89450584511635
218,ABRIS,5,16.80063529723541
219,ABROACH,7,25.164691650015126
220,ABROAD,6,21.77804150556799
221,ABROADS,7,22.77804150556799
222,ABROOKE,7,18.669827102971354
223,ABROSIA,7,31.289727186610317
224,ABRUPT,6,18.04312715568667
225,ABRUPTS,7,20.89424974161664
226,ABS,3,7.920882994550181
227,ABSCESS,7,12.894673235535
228,ABSCIND,7,20.247859886216006
229,ABSCISE,7,21.324755859397836
230,ABSCISS,7,20.121053238315703
231,ABSCOND,7,21.842285169574488
232,ABSEIL,6,15.788586817554958
233,ABSEILS,7,22.788586817554958
234,ABSENCE,7,18.40147531355736
235,ABSENT,6,15.89454260399858
236,ABSENTS,7,18.745665189928552
237,ABSEY,5,12.124585615632315
238,ABSEYS,6,15.928386346480345
239,ABSINTH,7,20.34895128860709
240,ABSIT,5,16.678391136098917
241,ABSITS,6,19.529513722028888
242,ABSOLVE,7,23.09349227019107
243,ABSORB,6,22.264582647658898
244,ABSORBS,7,25.74149219494367
245,ABSTAIN,7,23.727757498179905
246,ABSURD,6,16.900452029174467
247,ABSURDS,7,17.900452029174467
248,ABTHANE,7,22.807861673315642
249,ABUBBLE,7,19.471086827534844
250,ABULIA,6,17.795453394556937
251,ABULIAS,7,18.795453394556937
252,ABULIC,6,15.82956835016362
253,ABUNA,5,14.303070176909376
254,ABUNAS,6,15.303070176909376
255,ABUNE,5,13.05087613065183
256,ABURST,6,14.64901097222735
257,ABUSAGE,7,19.162772661488994
258,ABUSE,5,12.830947724053965
259,ABUSED,6,13.883990933043986
260,ABUSER,6,13.830947724053965
261,ABUSERS,7,15.77745742092167
262,ABUSES,6,14.0346503451361
263,ABUSING,7,21.456159688607478
264,ABUSION,7,21.46299949847752
265,ABUSIVE,7,23.876926346677237
266,ABUT,4,8.851378689429676
267,ABUTS,5,11.702501275359646
268,ABUTTAL,7,20.655179420277705
269,ABUTTED,7,11.904421898419697
270,ABUTTER,7,11.851378689429676
271,ABUZZ,5,12.553623861289616
272,ABVOLT,6,15.719651003814977
273,ABVOLTS,7,18.57077358974495
274,ABWATT,6,13.622280079140577
275,ABWATTS,7,16.473402665070548
276,ABY,3,6.472667608542558
277,ABYE,4,9.472667608542558
278,ABYEING,7,18.54407405262947
279,ABYES,5,10.676370229624693
280,ABYING,6,12.544074052629469
281,ABYS,4,10.276468339390586
282,ABYSM,5,15.699465665593134
283,ABYSMAL,7,30.107967830686004
284,ABYSMS,6,21.122462991795683
285,ABYSS,5,10.276468339390586
286,ABYSSAL,7,19.276468339390586
287,ABYSSES,7,12.683873581554856
288,ACACIA,6,19.12978952053308
289,ACACIAS,7,20.12978952053308
290,ACADEME,7,18.26620856009299
291,ACADEMY,7,15.79430715147993
292,ACAI,4,11.815601061721779
293,ACAIS,5,17.573109203270516
294,ACAJOU,6,15.017564813902027
295,ACAJOUS,7,19.79343122744418
296,ACALEPH,7,30.28335801297522
297,ACANTH,6,14.757207353580778
298,ACANTHA,7,19.757207353580778
299,ACANTHI,7,16.703717050448482
300,ACANTHS,7,18.757207353580778
301,ACAPNIA,7,26.843505287972842
302,ACARI,5,11.922177702964294
303,ACARIAN,7,24.0897209738543
304,ACARID,6,16.69804411650645
305,ACARIDS,7,17.69804411650645
306,ACARINE,7,18.500386225073566
307,ACAROID,7,18.69804411650645
308,ACARUS,6,15.698044116506448
309,ACATER,6,11.874855847882353
310,ACATERS,7,13.821365544750057
311,ACATES,6,12.078558468964488
312,ACATOUR,7,17.87485584788235
313,ACAUDAL,7,24.63236398943109
314,ACCA,4,5.071055117034324
315,ACCABLE,7,19.72733146024063
316,ACCAS,5,6.071055117034324
317,ACCEDE,6,6.747700394477244
318,ACCEDED,7,7.800743603467264
319,ACCEDER,7,7.747700394477244
320,ACCEDES,7,7.951403015559378
321,ACCEND,6,12.28932680372698
322,ACCENDS,7,13.28932680372698
323,ACCENT,6,11.411570964863468
324,ACCENTS,7,14.262693550793438
325,ACCEPT,6,16.641613976497204
326,ACCEPTS,7,19.492736562427176
327,ACCESS,6,5.845316597579337
328,ACCIDIA,7,23.610467230583065
329,ACCIDIE,7,21.86592128589561
330,ACCINGE,7,13.921122461415374
331,ACCITE,6,12.314188458811302
332,ACCITED,7,13.367231667801322
333,ACCITES,7,13.517891079893436
334,ACCLAIM,7,25.066275806030507
335,ACCLOY,6,12.34607890905592
336,ACCLOYS,7,16.14987963990395
337,ACCOAST,7,19.823809666188396
338,ACCOIED,7,15.290815939367123
339,ACCOIL,6,10.901773932299745
340,ACCOILS,7,17.901773932299747
341,ACCOMPT,7,18.72342422649832
342,ACCORD,6,14.441475351459237
343,ACCORDS,7,15.441475351459237
344,ACCOST,6,17.83344126099453
345,ACCOSTS,7,20.6845638469245
346,ACCOUNT,7,14.865620600075514
347,ACCOURT,7,14.237772730377102
348,ACCOY,5,11.237772730377102
349,ACCOYED,7,15.290815939367123
350,ACCOYLD,7,20.714682277661876
351,ACCOYS,6,15.04157346122513
352,ACCRETE,7,9.564221719794311
353,ACCREW,6,6.564221719794312
354,ACCREWS,7,7.617264928784333
355,ACCRUAL,7,21.32172986134305
356,ACCRUE,6,11.564221719794311
357,ACCRUED,7,12.617264928784332
358,ACCRUES,7,12.767924340876446
359,ACCURSE,7,12.578759270202408
360,ACCURST,7,14.226179235050243
361,ACCUSAL,7,20.20441336579472
362,ACCUSE,6,12.408115986876858
363,ACCUSED,7,13.461159195866879
364,ACCUSER,7,13.408115986876858
365,ACCUSES,7,13.611818607958993
366,ACE,3,4.641613976497203
367,ACED,4,5.694657185487223
368,ACEDIA,6,17.215069543716833
369,ACEDIAS,7,18.215069543716833
370,ACEQUIA,7,20.386159921184657
371,ACER,4,5.641613976497203
372,ACERATE,7,14.2965372932752
373,ACERB,5,8.240767684918465
374,ACERBER,7,12.56877008876375
375,ACERBIC,7,16.097674839169557
376,ACEROLA,7,19.694657185487223
377,ACEROSE,7,18.58986254226679
378,ACEROUS,7,17.41748039003936
379,ACERS,5,7.5881236733649065
380,ACES,4,5.845316597579337
381,ACETA,5,10.445414707345233
382,ACETAL,6,18.445414707345233
383,ACETALS,7,25.445414707345233
384,ACETATE,7,16.24921543819326
385,ACETIC,6,14.420274876791343
386,ACETIFY,7,15.391924404212936
387,ACETIN,6,12.04901921866147
388,ACETINS,7,16.492992665926877
389,ACETONE,7,17.890663510399158
390,ACETOSE,7,18.58986254226679
391,ACETOUS,7,17.41748039003936
392,ACETUM,6,10.747700394477244
393,ACETYL,6,11.118523523781974
394,ACETYLS,7,18.118523523781974
395,ACH,3,5.386650144447132
396,ACHAGE,6,16.922177702964294
397,ACHAGES,7,18.125880324046427
398,ACHARNE,7,20.73657841416739
399,ACHARYA,7,20.013639143919256
400,ACHATES,7,17.394153496377292
401,ACHE,4,8.863559691731904
402,ACHED,5,9.916602900721925
403,ACHENE,6,17.20516625162191
404,ACHENES,7,18.408868872704044
405,ACHENIA,7,22.18631415852863
406,ACHES,5,10.067262312814039
407,ACHIER,6,13.333159841314835
408,ACHIEST,7,16.38798504832694
409,ACHIEVE,7,17.53146725815736
410,ACHING,6,11.404566285401748
411,ACHINGS,7,14.404566285401748
412,ACHIOTE,7,14.333159841314835
413,ACHIRAL,7,22.184282427244803
414,ACHKAN,6,19.80964747064968
415,ACHKANS,7,24.253620917915086
416,ACHOLIA,7,17.69936308597722
417,ACHOO,5,8.237772730377102
418,ACHY,4,6.4396933534371525
419,ACICULA,7,26.52139631135801
420,ACID,4,12.090054872353456
421,ACIDER,6,14.143098081343476
422,ACIDEST,7,17.197923288355582
423,ACIDIC,6,21.64458218618975
424,ACIDIER,7,22.86592128589561
425,ACIDIFY,7,22.61623171361134
426,ACIDITY,7,20.86592128589561
427,ACIDLY,6,21.56696441963823
428,ACIDS,5,13.090054872353456
429,ACIDY,5,14.941177458283425
430,ACIFORM,7,25.064658883146485
431,ACINAR,6,17.99571361310809
432,ACING,5,11.385594902898212
433,ACINI,5,12.128998943139838
434,ACINIC,6,16.907659843433976
435,ACINOSE,7,20.748088520702108
436,ACINOUS,7,19.575706368474673
437,ACINUS,6,16.526154275794873
438,ACKEE,5,12.734391298261865
439,ACKEES,6,13.938093919344
440,ACKER,5,13.734391298261865
441,ACKERS,6,15.68090099512957
442,ACKNEW,6,14.428706948872023
443,ACKNOW,6,19.33614992288397
444,ACKNOWN,7,24.407205039918292
445,ACKNOWS,7,20.389193131873988
446,ACLINIC,7,19.55050828661122
447,ACMATIC,7,24.526491354752203
448,ACME,4,11.606582675551486
449,ACMES,5,12.810285296633621
450,ACMIC,5,13.342882620088451
451,ACMITE,6,13.564221719794311
452,ACMITES,7,14.767924340876446
453,ACNE,4,9.706330838462165
454,ACNED,5,10.759374047452186
455,ACNES,5,10.9100334595443
456,ACNODAL,7,24.371281954022848
457,ACNODE,6,15.424325163012869
458,ACNODES,7,16.628027784095003
459,ACOCK,5,18.715884315779196
460,ACOLD,5,15.290815939367123
461,ACOLYTE,7,15.767725486651894
462,ACOLYTH,7,15.431726688574537
463,ACONITE,7,18.723424226498324
464,ACORN,5,16.56577513422239
465,ACORNED,7,21.78962162315741
466,ACORNS,6,21.0097485814878
467,ACOUCHI,7,18.928424406910185
468,ACOUCHY,7,18.0349579190325
469,ACQUEST,7,19.918355169374554
470,ACQUIRE,7,17.86352996236245
471,ACQUIST,7,21.472160689841157
472,ACQUIT,6,15.863529962362447
473,ACQUITE,7,17.86352996236245
474,ACQUITS,7,18.714652548292417
475,ACRASIA,7,20.917398391960475
476,ACRASIN,7,16.58025768943729
477,ACRATIC,7,18.99780593686645
478,ACRAWL,6,16.016945277013726
479,ACRE,4,5.564221719794312
480,ACREAGE,7,14.046258975179176
481,ACRED,5,6.617264928784333
482,ACRES,5,6.767924340876446
483,ACRID,5,13.340088133336465
484,ACRIDER,7,15.393131342326486
485,ACRIDIN,7,20.52335978904289
486,ACRIDLY,7,22.81699768062124
487,ACROBAT,7,21.705015291643154
488,ACROGEN,7,20.074353289104504
489,ACROMIA,7,20.744867067923185
490,ACRONIC,7,19.82853411620967
491,ACRONYM,7,17.347708100152566
492,ACROSS,6,16.308767664481767
493,ACROTER,7,16.56422171979431
494,ACROTIC,7,21.342882620088453
495,ACRYLIC,7,16.483793369295867
496,ACRYLYL,7,16.99495036164863
497,ACT,3,4.94293280068143
498,ACTA,4,8.74673353152946
499,ACTABLE,7,23.403009874735766
500,ACTANT,6,16.76888456615327
501,ACTANTS,7,19.620007152083243
502,ACTED,5,7.995976009671451
503,ACTIN,5,10.3503380428457
504,ACTINAL,7,23.773335369048247
505,ACTING,6,12.014339244768342
506,ACTINGS,7,15.014339244768342
507,ACTINIA,7,19.50228922969742
508,ACTINIC,7,17.536404185304107
509,ACTINON,7,16.506830550759602
510,ACTINS,6,14.794311490111108
511,ACTION,6,12.021179054638381
512,ACTIONS,7,16.465152501903788
513,ACTIVE,6,14.4351059028381
514,ACTIVES,7,15.638808523920234
515,ACTON,5,12.021179054638381
516,ACTONS,6,16.465152501903788
517,ACTOR,5,13.94293280068143
518,ACTORLY,7,22.84283967416875
519,ACTORS,6,15.889442497549133
520,ACTRESS,7,8.146635421763564
521,ACTS,4,7.794055386611401
522,ACTUAL,6,20.700440942230166
523,ACTUALS,7,27.700440942230166
524,ACTUARY,7,17.551563528160138
525,ACTUATE,7,18.504241673078198
526,ACTURE,6,10.94293280068143
527,ACTURES,7,12.146635421763564
528,ACUATE,6,17.989855824649336
529,ACUITY,6,11.42854695225257
530,ACULEI,6,20.3725766758626
531,ACULEUS,7,24.148443089404754
532,ACUMEN,6,17.776491767211937
533,ACUMENS,7,22.220465214477343
534,ACUSHLA,7,26.20441336579472
535,ACUTE,5,10.42854695225257
536,ACUTELY,7,20.31395866463021
537,ACUTER,6,11.42854695225257
538,ACUTES,6,11.632249573334704
539,ACUTEST,7,14.483372159264674
540,ACYCLIC,7,20.892190310196582
541,ACYL,4,9.090683359758884
542,ACYLATE,7,22.894484090606912
543,ACYLOIN,7,13.551131810913173
544,ACYLS,5,16.090683359758884
545,ADAGE,5,10.535527558517161
546,ADAGES,6,11.739230179599296
547,ADAGIAL,7,25.595668530617424
548,ADAGIO,6,11.85112258592997
549,ADAGIOS,7,18.595668530617424
550,ADAMANT,7,24.83915536480955
551,ADAPT,5,17.727479590351386
552,ADAPTED,7,20.780522799341405
553,ADAPTER,7,20.727479590351386
554,ADAPTOR,7,26.727479590351386
555,ADAPTS,6,20.578602176281358
556,ADAW,4,5.203702621082134
557,ADAWED,6,7.256745830072155
558,ADAWING,7,15.275109065169044
559,ADAWS,5,6.256745830072155
560,ADAXIAL,7,26.11079231847004
561,ADAYS,5,12.579667144390182
562,ADD,3,2.0
563,ADDABLE,7,18.656276343206308
564,ADDAX,5,5.664001201922643
565,ADDAXES,7,8.896397984281927
566,ADDED,5,4.106086417980041
567,ADDEDLY,7,13.582995965264814
568,ADDEEM,6,8.124098326024345
569,ADDEEMS,7,13.547095652226893
570,ADDEND,6,10.700756036219797
571,ADDENDA,7,12.700756036219797
572,ADDENDS,7,11.700756036219797
573,ADDER,5,4.053043208990021
574,ADDERS,6,5.999552905857724
575,ADDIBLE,7,20.066415563440003
576,ADDICT,6,13.961932556000562
577,ADDICTS,7,16.813055141930533
578,ADDIES,6,12.979569034624289
579,ADDING,6,10.847272857629065
580,ADDIO,5,7.775866413542154
581,ADDIOS,6,14.52041235822961
582,ADDLE,5,14.40850216509287
583,ADDLED,6,15.46154537408289
584,ADDLES,6,15.612204786175004
585,ADDLING,7,13.735407646009554
586,ADDOOM,6,10.164913383713007
587,ADDOOMS,7,15.587910709915555
588,ADDRESS,7,5.407405242164268
589,ADDREST,7,8.258527828094238
590,ADDS,4,3.0
591,ADDUCE,6,11.802906542563477
592,ADDUCED,7,12.855949751553498
593,ADDUCER,7,12.802906542563477
594,ADDUCES,7,13.006609163645612
595,ADDUCT,6,12.104225366747704
596,ADDUCTS,7,14.955347952677673
597,ADDY,4,4.85112258592997
598,ADEEM,5,8.124098326024345
599,ADEEMED,7,14.248196652048689
600,ADEEMS,6,13.547095652226893
601,ADENINE,7,16.20946025320856
602,ADENOID,7,16.07795915643413
603,ADENOMA,7,19.118000150149115
604,ADENYL,6,12.806842454199838
605,ADENYLS,7,19.80684245419984
606,ADEPT,5,15.05304320899002
607,ADEPTER,7,18.05304320899002
608,ADEPTLY,7,22.973926203540202
609,ADEPTS,6,17.90416579491999
610,ADERMIN,7,12.659945892376442
611,ADHAN,5,15.422997326202548
612,ADHANS,6,19.866970773467955
613,ADHARMA,7,23.430428030967843
614,ADHERE,6,10.476909547284773
615,ADHERED,7,11.529952756274794
616,ADHERER,7,11.476909547284773
617,ADHERES,7,11.680612168366908
618,ADHIBIT,7,16.103002204781607
619,ADIEU,5,15.775866413542154
620,ADIEUS,6,20.551732827084308
621,ADIEUX,6,20.554527313836296
622,ADIOS,5,14.52041235822961
623,ADIPIC,6,15.554527313836294
624,ADIPOSE,7,17.724114979311743
625,ADIPOUS,7,16.551732827084308
626,ADIPSIA,7,29.01283484965967
627,ADIT,4,9.775866413542154
628,ADITS,5,12.626988999472124
629,ADJIGO,6,13.858625937860133
630,ADJIGOS,7,20.60317188254759
631,ADJOIN,6,11.353914939031972
632,ADJOINS,7,15.79788838629738
633,ADJOINT,7,13.953068647453234
634,ADJOURN,7,16.27451210071299
635,ADJUDGE,7,15.392371498355212
636,ADJUNCT,7,14.489142612431438
637,ADJURE,6,11.05304320899002
638,ADJURED,7,12.106086417980041
639,ADJURER,7,12.05304320899002
640,ADJURES,7,12.256745830072155
641,ADJUROR,7,20.05304320899002
642,ADJUST,6,14.680032208462144
643,ADJUSTS,7,17.531154794392116
644,ADLAND,6,24.89990687348732
645,ADLANDS,7,25.89990687348732
646,ADMAN,5,18.275472938560828
647,ADMASS,6,13.852475612358278
648,ADMEN,5,15.685831844244737
649,ADMIN,5,10.880072850706826
650,ADMINS,6,15.324046297972234
651,ADMIRAL,7,23.32379019447253
652,ADMIRE,6,13.472667608542558
653,ADMIRED,7,14.525710817532579
654,ADMIRER,7,14.472667608542558
655,ADMIRES,7,14.676370229624693
656,ADMIT,5,11.472667608542558
657,ADMITS,6,14.323790194472528
658,ADMIX,5,14.174912780402497
659,ADMIXED,7,17.25665015066967
660,ADMIXES,7,17.40730956276178
661,ADMIXT,6,17.25315903435945
662,ADNATE,6,16.70370760433535
663,ADNEXA,6,13.340408190429567
664,ADNEXAL,7,21.340408190429567
665,ADNOUN,6,12.583849962518872
666,ADNOUNS,7,17.027823409784283
667,ADO,3,7.757508141548738
668,ADOBE,5,14.97852993912943
669,ADOBES,6,16.182232560211563
670,ADOBO,5,15.543546929019552
671,ADOBOS,6,22.288092873707008
672,ADONIS,6,19.000667779218695
673,ADONISE,7,20.204370400300828
674,ADONIZE,7,22.298542015775656
675,ADOORS,6,14.70401783841644
676,ADOPT,5,13.757508141548737
677,ADOPTED,7,16.81055135053876
678,ADOPTEE,7,15.757508141548737
679,ADOPTER,7,16.757508141548737
680,ADOPTS,6,16.608630727478708
681,ADORE,5,13.757508141548737
682,ADORED,6,14.810551350538757
683,ADORER,6,14.757508141548737
684,ADORERS,7,16.70401783841644
685,ADORES,6,14.961210762630872
686,ADORING,7,20.82891458563565
687,ADORN,5,16.085510545394023
688,ADORNED,7,21.309357034329047
689,ADORNER,7,21.256313825339028
690,ADORNS,6,20.52948399265943
691,ADOS,4,14.502054086236193
692,ADOWN,5,19.82856325858306
693,ADOZE,5,17.772514845409066
694,ADPRESS,7,16.94824856576959
695,ADRAD,5,8.054825207012104
696,ADREAD,6,8.150212317949837
697,ADREADS,7,9.150212317949837
698,ADRED,5,5.256745830072155
699,ADRENAL,7,21.797503227229686
700,ADRIFT,6,12.211205973012298
701,ADROIT,6,12.203702621082133
702,ADRY,4,5.203702621082134
703,ADS,3,3.0
704,ADSORB,6,17.343699653108718
705,ADSORBS,7,20.82060920039349
706,ADSUKI,6,10.492910824454817
707,ADSUKIS,7,16.250418966003554
708,ADSUM,5,9.881952831522195
709,ADUKI,5,8.520845141760692
710,ADUKIS,6,14.278353283309428
711,ADULATE,7,22.14312902021322
712,ADULT,5,12.7833017366306
713,ADULTLY,7,20.70418473118078
714,ADULTS,6,15.63442432256057
715,ADUNC,5,10.83249489212518
716,ADUST,5,13.430789730320152
717,ADUSTED,7,16.483832939310172
718,ADUSTS,6,16.28191231625012
719,ADVANCE,7,17.669994493390007
720,ADVECT,6,10.776646570488214
721,ADVECTS,7,13.627769156418184
722,ADVENE,6,14.604761470233912
723,ADVENED,7,15.657804679223933
724,ADVENES,7,15.808464091316047
725,ADVENT,6,13.033111898710171
726,ADVENTS,7,15.88423448464014
727,ADVERB,6,9.862308618765168
728,ADVERBS,7,13.339218166049939
729,ADVERSE,7,10.413367228293744
730,ADVERT,6,8.263154910343905
731,ADVERTS,7,11.114277496273875
732,ADVEW,5,7.263154910343905
733,ADVEWED,7,9.316198119333926
734,ADVEWS,6,8.316198119333926
735,ADVICE,6,14.441767913932232
736,ADVICES,7,15.645470535014367
737,ADVISE,6,14.518231358288924
738,ADVISED,7,15.571274567278945
739,ADVISEE,7,14.518231358288924
740,ADVISER,7,15.518231358288924
741,ADVISES,7,15.721933979371059
742,ADVISOR,7,25.059074681894245
743,ADWARD,6,8.922529030016882
744,ADWARDS,7,9.922529030016882
745,ADWARE,6,8.718826408934747
746,ADWARES,7,9.922529030016882
747,ADWOMAN,7,24.90290593538233
748,ADWOMEN,7,22.313264841066236
749,ADYTA,5,9.654923316778
750,ADYTUM,6,9.95720900391001
751,ADZ,3,3.946509696867704
752,ADZE,4,6.353914939031972
753,ADZED,5,7.406958148021992
754,ADZES,5,7.557617560114106
755,ADZING,6,14.665893276896043
756,ADZUKI,6,12.365799279640306
757,ADZUKIS,7,18.123307421189043
758,AECIA,5,15.575802959829339
759,AECIAL,6,23.57580295982934
760,AECIDIA,7,25.12753578691365
761,AECIUM,6,11.937343433121926
762,AEDES,5,5.256298735929879
